t,h,v
2.04,4.346519493868241,6.601167968237554
2.05,4.324320277123202,6.5030679682375565
2.06,4.302121060378161,6.404967968237554
2.07,4.2799218436331214,6.306867968237556
2.08,4.25772262688808,6.208767968237554
2.09,4.235523410143041,6.110667968237556
2.1,4.213324193398,6.012567968237554
2.11,4.191124976652961,5.914467968237556
2.12,4.1689257599079195,5.816367968237554
2.13,4.14672654316288,5.718267968237556
2.14,4.124527326417839,5.620167968237554
2.15,4.1023281096728,5.522067968237556
2.16,4.080128892927759,5.423967968237554
2.17,4.057929676182719,5.325867968237556
2.18,4.035730459437678,5.227767968237554
2.19,4.013531242692639,5.129667968237556
2.2,3.991332025947598,5.031567968237554
2.21,3.9691328092025584,4.933467968237556
2.22,3.9469335924575177,4.835367968237554
2.23,3.924734375712478,4.737267968237556
2.24,3.9025351589674373,4.639167968237554
2.25,3.8803359422223975,4.541067968237556
2.2600000000000002,3.858136725477357,4.442967968237554
2.27,3.835937508732317,4.344867968237556
2.2800000000000002,3.8137382919872764,4.246767968237553
2.29,3.7915390752422367,4.148667968237556
2.3000000000000003,3.769339858497196,4.050567968237553
2.31,3.747140641752156,3.9524679682375554
2.32,3.7249414250071164,3.8543679682375576
2.33,3.702742208262076,3.7562679682375553
2.34,3.680542991517036,3.6581679682375574
2.35,3.6583437747719953,3.560067968237555
2.36,3.6361445580269556,3.4619679682375573
2.37,3.613945341281915,3.363867968237555
2.38,3.591746124536875,3.265767968237557
2.39,3.5695469077918345,3.167667968237555
2.4,3.5473476910467947,3.069567968237557
2.41,3.525148474301754,2.9714679682375547
2.42,3.5029492575567143,2.873367968237557
2.43,3.4807500408116736,2.7752679682375545
2.44,3.458550824066634,2.6771679682375567
2.45,3.436351607321593,2.5790679682375544
2.46,3.4141523905765534,2.4809679682375565
2.47,3.3919531738315127,2.382867968237554
2.48,3.369753957086473,2.2847679682375563
2.49,3.3475547403414323,2.186667968237554
2.5,3.3253555235963925,2.088567968237556
2.5100000000000002,3.303156306851352,1.9904679682375541
2.52,3.280957090106312,1.8923679682375563
2.5300000000000002,3.2587578733612714,1.794267968237554
2.54,3.2365586566162317,1.6961679682375561
2.5500000000000003,3.214359439871191,1.5980679682375538
2.56,3.192160223126151,1.499967968237556
2.57,3.1699610063811114,1.401867968237558
2.58,3.147761789636071,1.3037679682375558
2.59,3.125562572891031,1.205667968237558
2.6,3.1033633561459903,1.1075679682375559
2.61,3.0811641394009506,1.0094679682375578
2.62,3.05896492265591,0.9113679682375556
2.63,3.03676570591087,0.8132679682375578
2.64,3.0145664891658295,0.7151679682375556
2.65,2.9923672724207897,0.6170679682375577
2.66,2.970168055675749,0.5189679682375554
2.67,2.9479688389307093,0.42086796823755757
2.68,2.9257696221856686,0.3227679682375553
2.69,2.903570405440629,0.22466796823755744
2.7,2.881371188695588,0.1265679682375552
2.71,2.8591719719505484,0.02846796823755733
2.72,2.8369727552055077,-0.06963203176244491
2.73,2.814773538460468,-0.16773203176244278
2.74,2.7925743217154273,-0.265832031762445
2.75,2.7703751049703875,-0.3639320317624429
2.7600000000000002,2.748175888225347,-0.4620320317624451
2.77,2.725976671480307,-0.560132031762443
2.7800000000000002,2.7037774547352664,-0.6582320317624453
2.79,2.6815782379902267,-0.7563320317624431
2.8000000000000003,2.659379021245186,-0.8544320317624453
2.81,2.637179804500146,-0.9525320317624433
2.82,2.6149805877551064,-1.0506320317624411
2.83,2.592781371010066,-1.1487320317624434
2.84,2.570582154265026,-1.2468320317624413
2.85,2.5483829375199853,-1.3449320317624434
2.86,2.5261837207749456,-1.4430320317624414
2.87,2.503984504029905,-1.5411320317624435
2.88,2.481785287284865,-1.6392320317624414
2.89,2.4595860705398245,-1.7373320317624437
2.9,2.4373868537947847,-1.8354320317624415
2.91,2.415187637049744,-1.9335320317624438
2.92,2.3929884203047043,-2.0316320317624417
